"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","FirstEvent","kfold"
26,154,59,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 10m Air Rifle",7
24,175,81,0,0,0,0,0,"Judo","Men's -81kg","#E41A1C",17,"Men's -81kg",5
30,180,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C",17,"Men's -90kg",7
23,166,61,1,0,0,0,0,"Athletics","Women's Triple Jump","#377EB8",15,"Women's Triple Jump",10
25,154,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",9
27,194,101,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",10
21,199,99,0,0,0,0,0,"Swimming","Men's 50m Freestyle","#FFFF33",17,"Men's 50m Freestyle",7
25,180,69,1,0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 200m Backstroke, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 100m Backstroke",6
20,191,82,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8",15,"Men's 4 x 400m Relay",6
25,173,61,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",5
28,180,120,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C",17,"Men's +100kg",4
18,190,91,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",6
34,177,67,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",1
28,184,66,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",4
21,187,78,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",3
20,175,75,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",5
24,156,59,1,0,0,0,0,"Cycling","Women's Road Race","#E41A1C",16,"Women's Road Race",7
27,167,63,1,0,0,0,0,"Weightlifting","Women's 63kg","#FF7F00",18,"Women's 63kg",3
26,161,62,1,1,0,0,1,"Weightlifting","Women's 63kg","#FF7F00",18,"Women's 63kg",8
27,173,60,1,0,0,0,0,"Athletics","Women's 100m, Women's 4 x 100m Relay","#377EB8",15,"Women's 100m",5
24,162,56,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",1
26,157,55,0,0,0,0,0,"Wrestling","Men's 55kg Greco-Roman","#FFFF33",18,"Men's 55kg Greco-Roman",6
22,173,154,1,0,0,0,0,"Weightlifting","Women's +75kg","#FF7F00",18,"Women's +75kg",1
19,170,80,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33",17,"Men's 100m Freestyle",3
29,170,75,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",7
28,157,61,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",2
23,179,72,1,0,0,0,0,"Rowing","Women's Double Sculls","#4DAF4A",17,"Women's Double Sculls",6
34,192,88,0,0,0,0,0,"Swimming","Men's 100m Butterfly","#FFFF33",17,"Men's 100m Butterfly",2
27,198,113,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",2
25,185,100,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8",15,"Men's Javelin Throw",5
22,162,61,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",2
30,195,100,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",5
26,175,68,0,0,0,0,0,"Cycling","Men's Omnium","#E41A1C",16,"Men's Omnium",5
22,188,89,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",4
23,174,67,0,0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 1000m, Men's Kayak Single (K1) 200m","#A65628",15,"Men's Kayak Single (K1) 1000m",8
27,174,64,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",5
28,150,55,0,0,0,0,0,"Wrestling","Men's 55kg Freestyle","#FFFF33",18,"Men's 55kg Freestyle",7
27,179,71,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C",16,"Men's Cross-country",8
30,189,92,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",4
25,187,79,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",2
34,165,63,1,0,0,0,0,"Wrestling","Women's 72kg Freestyle","#FFFF33",18,"Women's 72kg Freestyle",10
27,165,57,0,0,0,0,0,"Athletics","Men's 1500m","#377EB8",15,"Men's 1500m",7
24,197,102,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",2
27,159,52,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",3
34,191,100,0,0,0,0,0,"Sailing","Men's Star","#984EA3",17,"Men's Star",4
29,191,94,0,0,0,0,0,"Rowing","Men's Pair","#4DAF4A",17,"Men's Pair",3
24,175,80,0,0,0,0,0,"Cycling","Men's Team Sprint","#E41A1C",16,"Men's Team Sprint",7
21,182,75,1,0,0,0,0,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",5
31,178,76,0,0,0,0,0,"Fencing","Men's Team Foil","#984EA3",16,"Men's Team Foil",5
29,184,80,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8",15,"Men's 400m",5
19,172,65,1,0,0,0,0,"Badminton","Women's Singles","#4DAF4A",15,"Women's Singles",9
26,182,60,0,0,0,0,0,"Swimming","Men's 400m Individual Medley","#FFFF33",17,"Men's 400m Individual Medley",8
36,177,67,0,0,0,0,0,"Sailing","Men's 470","#984EA3",17,"Men's 470",1
22,187,80,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",3
25,180,84,0,0,0,0,0,"Wrestling","Men's 84kg Greco-Roman","#FFFF33",18,"Men's 84kg Greco-Roman",5
18,175,67,1,0,0,0,0,"Swimming","Women's 800m Freestyle","#FFFF33",17,"Women's 800m Freestyle",5
27,190,90,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",10
32,168,52,1,0,0,0,0,"Shooting","Women's Skeet","#FF7F00",17,"Women's Skeet",9
48,183,88,0,0,0,0,0,"Shooting","Men's Double Trap","#FF7F00",17,"Men's Double Trap",3
27,170,62,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33",17,"Women's 4x100m Freestyle Relay",1
33,181,81,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C",16,"Men's Team Pursuit",9
23,175,85,0,0,0,0,0,"Weightlifting","Men's 85kg","#FF7F00",18,"Men's 85kg",2
26,188,81,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",9
24,195,83,0,0,0,0,0,"Swimming","Men's 400m Freestyle","#FFFF33",17,"Men's 400m Freestyle",5
32,182,75,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C",16,"Men's Cross-country",5
24,212,101,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",2
28,174,68,1,0,0,0,0,"Fencing","Women's Individual Epee, Women's Team Epee","#984EA3",16,"Women's Individual Epee",7
28,181,75,0,0,0,0,0,"Modern Pentathlon","Men's Modern Pentathlon","#377EB8",17,"Men's Modern Pentathlon",5
33,182,76,1,0,1,0,1,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",3
28,167,53,1,0,0,0,0,"Modern Pentathlon","Women's Modern Pentathlon","#377EB8",17,"Women's Modern Pentathlon",2
18,187,72,0,0,0,0,0,"Swimming","Men's 200m Freestyle","#FFFF33",17,"Men's 200m Freestyle",9
29,178,85,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8",15,"Men's Javelin Throw",6
21,186,84,0,0,0,0,0,"Wrestling","Men's 84kg Freestyle","#FFFF33",18,"Men's 84kg Freestyle",8
23,183,67,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33",17,"Women's 4x100m Freestyle Relay",10
39,186,115,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8",15,"Men's Hammer Throw",4
21,178,71,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",4
24,185,79,1,0,0,1,1,"Rowing","Women's Quadruple Sculls","#4DAF4A",17,"Women's Quadruple Sculls",8
33,170,71,0,0,0,1,1,"Canoe Slalom","Men's Canoe Single (C1)","#FFFF33",15,"Men's Canoe Single (C1)",4
18,182,72,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",6
30,170,61,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00",15,"Women's Beach Volleyball",5
27,165,65,1,0,0,0,0,"Cycling","Women's BMX","#E41A1C",16,"Women's BMX",1
24,188,94,0,0,1,0,1,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",7
25,176,62,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",9
31,163,50,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8",15,"Women's 3000m Steeplechase",1
19,182,77,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",4
24,173,65,1,0,0,0,0,"Athletics","Women's 400m","#377EB8",15,"Women's 400m",10
20,158,69,0,0,0,1,1,"Weightlifting","Men's 69kg","#FF7F00",18,"Men's 69kg",3
29,190,135,0,0,0,0,0,"Athletics","Men's Discus Throw","#377EB8",15,"Men's Discus Throw",10
27,186,75,0,0,1,0,1,"Cycling","Men's Individual Time Trial, Men's Road Race","#E41A1C",16,"Men's Individual Time Trial",1
24,168,63,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",8
35,177,78,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",1
29,176,68,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8",15,"Women's 100m Hurdles",5
28,178,74,0,0,0,0,0,"Athletics","Men's 100m, Men's 200m, Men's 4 x 100m Relay","#377EB8",15,"Men's 100m",3
21,161,51,1,0,0,0,0,"Shooting","Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 50m Rifle 3 Positions",7
21,181,77,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",2
23,189,79,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",4
26,157,59,1,0,0,0,0,"Athletics","Women's 100m","#377EB8",15,"Women's 100m",1
29,170,59,1,0,0,0,0,"Fencing","Women's Individual Epee","#984EA3",16,"Women's Individual Epee",6
23,170,70,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",2
35,173,70,0,0,0,0,0,"Sailing","Men's 49er","#984EA3",17,"Men's 49er",8
29,176,68,1,0,0,0,0,"Tennis","Women's Singles, Women's Doubles","#E41A1C",18,"Women's Singles",6
25,166,60,1,0,0,0,0,"Athletics","Women's 400m","#377EB8",15,"Women's 400m",10
22,175,68,0,0,0,0,0,"Badminton","Men's Singles","#4DAF4A",15,"Men's Singles",3
24,170,77,0,0,0,0,0,"Weightlifting","Men's 77kg","#FF7F00",18,"Men's 77kg",10
23,172,90,1,0,0,0,0,"Athletics","Women's Shot Put","#377EB8",15,"Women's Shot Put",6
23,178,63,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",9
44,172,70,0,1,0,0,1,"Shooting","Men's 50m Rifle Prone","#FF7F00",17,"Men's 50m Rifle Prone",4
25,172,59,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8",15,"Women's 1500m",9
24,179,64,1,0,0,0,0,"Swimming","Women's 400m Individual Medley","#FFFF33",17,"Women's 400m Individual Medley",5
27,175,75,1,0,0,0,0,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol","#FF7F00",17,"Women's 10m Air Pistol",2
29,162,55,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",5
25,180,72,1,0,0,0,0,"Wrestling","Women's 72kg Freestyle","#FFFF33",18,"Women's 72kg Freestyle",10
33,169,59,1,0,0,0,0,"Fencing","Women's Individual Sabre","#984EA3",16,"Women's Individual Sabre",5
26,172,60,0,0,0,0,0,"Athletics","Men's 10,000m","#377EB8",15,"Men's 10",1
19,199,96,0,0,0,0,0,"Rowing","Men's Double Sculls","#4DAF4A",17,"Men's Double Sculls",6
21,176,67,0,0,0,0,0,"Athletics","Men's 200m, Men's 400m","#377EB8",15,"Men's 200m",10
30,164,57,1,0,0,0,0,"Athletics","Women's 400m","#377EB8",15,"Women's 400m",6
34,170,70,1,0,0,0,0,"Sailing","Women's RS-X","#984EA3",17,"Women's RS-X",1
27,170,55,1,0,0,0,0,"Athletics","Women's 800m, Women's 4 x 400m Relay","#377EB8",15,"Women's 800m",8
25,186,67,0,0,0,0,0,"Athletics","Men's High Jump","#377EB8",15,"Men's High Jump",9
18,191,76,0,0,0,0,0,"Fencing","Men's Individual Foil, Men's Team Foil","#984EA3",16,"Men's Individual Foil",6
33,183,79,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",1
23,178,75,1,0,1,0,1,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",2
36,202,90,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",1
24,170,68,1,0,0,0,0,"Shooting","Women's 25m Pistol","#FF7F00",17,"Women's 25m Pistol",10
28,186,81,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8",15,"Men's 4 x 100m Relay",3
29,170,66,0,0,0,0,0,"Judo","Men's -66kg","#E41A1C",17,"Men's -66kg",5
24,172,65,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",6
26,199,105,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",5
19,174,77,0,0,0,0,0,"Weightlifting","Men's 77kg","#FF7F00",18,"Men's 77kg",9
28,189,92,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8",15,"Men's Javelin Throw",10
31,195,95,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",4
36,169,65,0,0,0,0,0,"Badminton","Mixed Doubles","#4DAF4A",15,"Mixed Doubles",2
28,153,53,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",4
25,170,71,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",4
28,178,77,0,0,0,0,0,"Athletics","Men's 200m","#377EB8",15,"Men's 200m",3
22,190,90,0,0,0,0,0,"Swimming","Men's 200m Freestyle","#FFFF33",17,"Men's 200m Freestyle",2
31,182,68,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",7
30,162,48,1,0,0,0,0,"Wrestling","Women's 48kg Freestyle","#FFFF33",18,"Women's 48kg Freestyle",9
31,185,90,0,0,0,0,0,"Tennis","Men's Doubles, Mixed Doubles","#E41A1C",18,"Men's Doubles",7
26,164,61,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",9
30,177,80,1,0,0,0,0,"Athletics","Women's Hammer Throw","#377EB8",15,"Women's Hammer Throw",3
25,184,65,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33",17,"Women's 4x100m Freestyle Relay",2
24,180,81,0,0,0,0,0,"Athletics","Men's 200m","#377EB8",15,"Men's 200m",5
26,166,50,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",1
28,184,85,0,0,0,1,1,"Swimming","Men's 100m Butterfly, Men's 200m Butterfly, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 100m Butterfly",2
36,174,70,0,0,0,0,0,"Shooting","Men's 50m Pistol, Men's 10m Air Pistol","#FF7F00",17,"Men's 50m Pistol",10
24,162,57,1,1,0,0,1,"Judo","Women's -57kg","#E41A1C",17,"Women's -57kg",6
26,168,60,0,0,0,0,0,"Wrestling","Men's 60kg Greco-Roman","#FFFF33",18,"Men's 60kg Greco-Roman",8
22,168,65,1,0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay","#FFFF33",17,"Women's 50m Freestyle",2
21,166,57,1,0,0,0,0,"Swimming","Women's 100m Breaststroke, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 100m Breaststroke",6
24,168,75,0,0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 200m, Men's Kayak Double (K2) 200m","#A65628",15,"Men's Kayak Single (K1) 200m",9
24,188,75,0,0,0,0,0,"Table Tennis","Men's Singles","#A65628",17,"Men's Singles",4
18,189,83,0,0,0,0,0,"Swimming","Men's 200m Breaststroke","#FFFF33",17,"Men's 200m Breaststroke",1
22,164,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33",18,"Women's 55kg Freestyle",6
22,198,120,0,0,0,0,0,"Wrestling","Men's 120kg Freestyle","#FFFF33",18,"Men's 120kg Freestyle",1
32,191,88,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",4
37,172,60,1,0,0,0,0,"Swimming","Women's 10km Marathon","#FFFF33",17,"Women's 10km Marathon",2
32,186,80,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",6
21,170,68,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",5
25,178,86,1,0,0,0,0,"Athletics","Women's Shot Put","#377EB8",15,"Women's Shot Put",1
32,165,80,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00",17,"Men's Skeet",5
39,190,95,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",3
21,188,73,0,0,0,0,0,"Judo","Men's -73kg","#E41A1C",17,"Men's -73kg",10
36,169,53,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",3
35,175,72,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00",15,"Women's Beach Volleyball",2
32,191,109,0,0,0,0,0,"Athletics","Men's Discus Throw","#377EB8",15,"Men's Discus Throw",8
19,167,57,1,0,0,0,0,"Canoe Sprint","Women's Kayak Four (K4) 500m","#A65628",15,"Women's Kayak Four (K4) 500m",7
20,185,75,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8",15,"Men's Decathlon",2
23,173,88,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",7
31,178,73,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A",17,"Men's Lightweight Double Sculls",9
35,167,50,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",3
32,175,54,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",5
21,178,74,0,0,0,0,0,"Archery","Men's Individual","#E41A1C",15,"Men's Individual",5
30,185,76,0,0,0,0,0,"Table Tennis","Men's Singles","#A65628",17,"Men's Singles",5
26,188,79,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",9
23,195,102,0,0,0,0,0,"Cycling","Men's Sprint","#E41A1C",16,"Men's Sprint",3
29,190,90,0,0,0,0,0,"Athletics","Men's Pole Vault","#377EB8",15,"Men's Pole Vault",8
23,161,51,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8",18,"Women's Triathlon",5
23,173,77,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",1
20,180,68,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",2
22,192,85,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",5
27,177,84,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",8
21,205,100,0,0,1,0,1,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",7
22,168,58,1,0,0,0,0,"Swimming","Women's 200m Breaststroke","#FFFF33",17,"Women's 200m Breaststroke",6
21,188,83,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8",15,"Men's 4 x 100m Relay",2
33,168,64,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",9
22,173,58,1,0,0,0,0,"Modern Pentathlon","Women's Modern Pentathlon","#377EB8",17,"Women's Modern Pentathlon",9
25,172,66,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",10
22,193,88,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",4
26,170,57,1,0,0,0,0,"Swimming","Women's 200m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay","#FFFF33",17,"Women's 200m Freestyle",8
21,154,53,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8",15,"Women's 3000m Steeplechase",4
26,180,70,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C",16,"Men's Cross-country",9
33,177,64,1,0,0,0,0,"Athletics","Women's 400m, Women's 4 x 400m Relay","#377EB8",15,"Women's 400m",5
19,180,82,0,0,0,0,0,"Canoe Sprint","Men's Canoe Single (C1) 200m","#A65628",15,"Men's Canoe Single (C1) 200m",8
29,168,72,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",1
20,172,66,0,0,0,0,0,"Diving","Men's 10m Platform","#377EB8",16,"Men's 10m Platform",8
30,188,70,0,0,0,0,0,"Athletics","Men's 5000m","#377EB8",15,"Men's 5000m",9
23,173,68,1,0,0,0,0,"Athletics","Women's 400m, Women's 4 x 400m Relay","#377EB8",15,"Women's 400m",7
25,185,70,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",5
20,180,74,0,0,0,1,1,"Diving","Men's 10m Platform, Men's Synchronised 10m Platform","#377EB8",16,"Men's 10m Platform",6
24,168,69,1,0,0,1,1,"Cycling","Women's Team Sprint","#E41A1C",16,"Women's Team Sprint",7
31,180,72,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",8
23,204,105,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",3
19,170,77,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8",15,"Men's 400m",8
18,185,85,0,0,0,0,0,"Swimming","Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 4x100m Freestyle Relay",4
23,181,80,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",6
24,180,78,0,0,0,0,0,"Swimming","Men's 100m Butterfly","#FFFF33",17,"Men's 100m Butterfly",8
29,195,87,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",6
25,174,67,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",7
27,180,79,0,0,0,0,0,"Sailing","Men's 49er","#984EA3",17,"Men's 49er",8
24,188,98,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",7
27,192,105,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",9
26,168,64,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",2
20,170,61,1,0,0,0,0,"Tennis","Women's Singles","#E41A1C",18,"Women's Singles",1
30,173,60,1,0,0,0,0,"Athletics","Women's Triathlon","#377EB8",15,"Women's Triathlon",5
21,175,71,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 10m Air Rifle",1
30,170,59,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8",15,"Women's 400m Hurdles",9
28,173,79,0,0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 200m","#A65628",15,"Men's Kayak Single (K1) 200m",3
20,188,86,0,0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 4x200m Freestyle Relay",1
23,162,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C",17,"Men's -60kg",8
32,196,98,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",2
20,195,85,0,0,0,0,0,"Swimming","Men's 400m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 400m Freestyle",5
33,193,101,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",9
26,172,52,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8",15,"Women's 1500m",7
20,158,155,1,0,0,0,0,"Athletics","Women's 4 x 100m Relay","#377EB8",15,"Women's 4 x 100m Relay",4
21,165,68,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",1
24,198,100,0,1,0,0,1,"Swimming","Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 4x200m Freestyle Relay",5
29,174,73,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",3
31,178,64,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8",18,"Men's Triathlon",10
17,170,60,1,0,0,0,0,"Swimming","Women's 100m Breaststroke, Women's 200m Individual Medley","#FFFF33",17,"Women's 100m Breaststroke",8
15,180,70,1,0,0,0,0,"Swimming","Women's 100m Butterfly","#FFFF33",17,"Women's 100m Butterfly",4
27,189,87,0,0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 4x200m Freestyle Relay",7
24,173,69,1,0,0,0,0,"Athletics","Women's Heptathlon","#377EB8",15,"Women's Heptathlon",2
29,189,93,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",4
31,170,64,0,0,0,0,0,"Sailing","Men's 470","#984EA3",17,"Men's 470",7
25,173,52,0,0,0,0,0,"Athletics","Men's 5000m","#377EB8",15,"Men's 5000m",10
30,183,88,0,0,0,0,0,"Shooting","Men's 50m Rifle Prone","#FF7F00",17,"Men's 50m Rifle Prone",2
22,180,70,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8",15,"Men's 400m",9
25,193,93,0,0,0,1,1,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",8
19,172,71,0,0,0,0,0,"Swimming","Men's 50m Freestyle","#FFFF33",17,"Men's 50m Freestyle",4
23,180,72,1,0,0,0,0,"Swimming","Women's 200m Individual Medley, Women's 400m Individual Medley","#FFFF33",17,"Women's 200m Individual Medley",10
28,165,72,1,0,0,1,1,"Cycling","Women's Sprint, Women's Keirin, Women's Team Sprint","#E41A1C",16,"Women's Sprint",10
19,172,70,0,0,0,0,0,"Diving","Men's 3m Springboard, Men's Synchronised 3m Springboard","#377EB8",16,"Men's 3m Springboard",10
